#,winery_id,winery,country
52,009364a49c1fb8492801f98700306219,Hollen Family Vineyards,Argentina
53,009438ba54ce96c627f82669530401d5,Chalone,US
54,009861004a25b32decf47dbe9e793f3b,Laroche,South Africa
55,0098a5f26a37c3c6c0b12511054dfd30,Emilio Bulfon,Italy
56,0098bbede9c563f6f92a8e84469a3e46,Costa de Oro,US
57,009a1c768a322f8b33e37533660d81a1,Buccia Nera,Italy
58,00a1c4e61422d147b63f25a2b6852686,Yalumba,Australia
59,00a1d31316c6cfda0ad78ea390341875,Señorio de Garci Grande,Spain
60,00abbf7036b073edf2baba44338d8b89,Ceretto,Italy
61,00ad68e3b290953872bca5748312f020,Ken Brown,US
62,00b29c6a452fc69c875aa719ea545156,Verdes Castros,Spain
63,00b67bca921c353bfe9930b634177112,Canaletto,Italy
64,00b79ed0d2033fe080f2834bb3ecb1af,Ca' del Bosco,Italy
65,00ba21b115ee2fb2a46c250b24afdf75,Equinox Estate,Moldova
66,00be87ac9560cbb17fa7f49335f8f9df,Warwick,South Africa
67,00c037cb120efa0daf2a483f26d8c2f0,Castillo de Jumilla,Spain
68,00c429ea5b9d97886f71f173c6fee218,Lovo,Italy
69,00cdad6d3883db52be0be698a5b3f593,Domaine Cordaillat,France
70,00d4b617fa205009402a7ef0cbfcf290,Viña Vedra,Spain
71,00d7e21cf93b1b1dd01ebc84fe05b73b,Gainey,US
72,00da138da6d4d9bd3277ba5583cb4ca3,Pierre Prieur et Fils,France
73,00dca04c04e78e05b4cdb2bc2ddf0d03,Château Camensac,France
74,00dca3ba80982135b5700db4da270d60,Coastal Ridge,US
75,00dcadbf4b530a3b8a16ac5036436707,Valdelainos,Spain
76,00e6996455d6b3b840d926544f5e571a,Gayda,France
77,00eceff6d462ebaf118628333f60d12b,Paso a Paso,Spain
78,00f3d676d212ef037bf6d3731c164a49,Cedar Knoll,US
79,0101257d92cd9e8fb8cd1e3e2e9c50ae,Carter,US
80,010260984238bcf12e5ad8c433ed5369,Calabretta,Italy
81,0102c94b806e9df2a38125aec56c9a73,Château des Fougères,France
82,0109de8b698740d2a31b228d586567b3,Château Lapelletrie,France
83,010af31019c4644f35c59b432f45cea2,Antonio Mas,Argentina
84,0111d236449355492f454efb5e1d6cd0,Domenico de Bertiol,Italy
85,011b44e0bfa6e6c2e9041a0f461ce159,Clara Marcelli,Italy
86,011df0b822ce79eaa526c0db13a15644,Vin Nostro,US
87,011e42f3c29b741a914a97c1b5293422,C.G. di Arie,US
88,011fc1edf1be7ebbd6d60bfe127d6373,Coeur de Terre,US
89,01255d14e80af2be16ae662aa2e567ea,Montecrocetta,Italy
90,012590ffc54c5c1ba60ee68a2d368bb7,Cadaretta,US
91,012c63b159ed12e8b3b3393bd4da8d9d,Cantine Gemma,Italy
92,012fb1c3a368cc4bd303143f5e4ca9e9,Main Divide,New Zealand
93,0131828211c8d2abe590fd7291d8ef57,Monti,Italy
94,0133a95f7f1290924cd2da24a3ec1396,Pahí Poboleda,Spain
95,01364c07405fb9e67ec351528d0d9f2a,SJ Montigny,Germany
96,01382b2ab4c9428bd9c4bff05911a4f7,Château de la Grenière,France
97,0138aceabacbac92df3fbdeec2ff4ee7,Trecini,US
98,0139ee399b93ad84d9f21d91428bbf01,Château de Basty,France
99,013c9c4f7153f07ee5e333c1412aa5a9,Château Croix de Mission,France
100,013e13d299d762a44434b7b0957b4b0e,Tzuba,Israel
101,0142177e3060d245d71c343bc7ca2f5c,Tapteil Vineyard,US
102,0144518967bcafd1784806656eff76be,Villa Pozzi,Italy
103,01462b4c9389a49946795921f7964453,Waterford,South Africa
104,0148d0056bd0b0430133a34e45ef3c2e,Chassenay d'Arce,France
105,0149d7990ae7fab12d272a7301514953,Château Tour Saint Vincent,France
106,01537bea04babfdf0b95c47fa0daa711,Flying Goat Cellars,US
107,0154f0f2141234c229def8a18de6aecd,Rogers & Rufus,Australia
108,015515e3f83882cf15b747199b0675c7,Popcorn,US
109,01602127a5e1791b906a386873ba2d11,Domaine Christophe Camu,France
110,016458716bbc3b29e47f5faf1cd89cc3,Mullan Road,US
111,0164631908e2dbf3e7ce19fffe054c3f,Lyrarakis,Greece
112,0165b36ff137213ba66958f55a941055,Penguin Bay,US
113,016780d849fb3027f437d13570358197,Guenoc,US
114,016824fdea3e43db3937bd194fe748e7,Saxum,US
115,0168b46119bb36cb876f74740ff1ede3,Viñedo de los Vientos,Uruguay
116,0174511732bd91ca0bcd8392b5e6b9c3,Nice Pairing,US
117,0177631f8e726eed59d3be06d15e10ee,JCK Wine Company,US
118,01872dc7caf09596efb304d29f1e0b4f,Bodegas Hnos. Pérez Pascuas,Spain
119,0190fb2d5257bb09af53c0f4fa216dfd,Château Rimauresq,France
120,0197881e57fcacd3ea60303e0bfc4e7c,Abrazo,Spain
121,01a08ffd469a6f02cb9a88f261830f75,Mont Marçal,Spain
122,01a26d7ec3b7cd26b14cfb3eb4113664,Hestia Cellars,US
123,01ac086db3bccdfaf6be408e3f1bea5a,Mt. Vernon,US
124,01ac2e41f4d85618022b2063eb558222,Segura Viudas,Spain
125,01b1ca4348fec8ea1e2e00dc57bb4401,Castellroig,Spain
126,01b25b604e85c2a40a80f915f8eb9ffd,Weingut Weber,Germany
127,01ba0dc83acac247dc13b27442b8551e,Bindi Sergardi,Italy
128,01c62ff18b72437787e4d390af6b30f1,Cava Blancher,Spain
129,01c8aeebbf3e22543da8f05a0c4113d0,Balo,US
130,01cd534ea59ad1c7026463fde8538b33,Pazo de Señorans,Spain
131,01cf64ce97e9aef1cff3f8435130a89f,Quinta de Paços,Portugal
132,01cf861151672a5698877bf9d430d09c,Château les Templiers,France
133,01d5ba86575fec44d74b593c2ccfeb14,Mt. Monster,Australia
134,01d83aa922e61d98f320351317a540c4,Château Tour du Pin,France
135,01d95a0c917c3b8eae48bf78b2890dc0,Château de la Tour,France
136,01dbb412feb7be36694910c0c8bf7f84,Crane Family,US
137,01dd2647888d340e2aefa502a6f23606,Casisano Colombaio,Italy
138,01dfce8c7d83e530636a210c0691952a,San Juan Vineyards,US
139,01e05472040da0b3d5f87d5c3e2ec37a,Rocland Estate,Australia
140,01e1b7418871caab42fdd76684f5db7f,Rubus,France
141,01e4155fb21c0bff241bbeb87c101b07,Domaine Saint Andrieu,France
142,01e96a17700e7a8cf555c1e0dcb4cc0e,Dr. Loosen & J. Christopher,US
143,01e98f44cdb6b2d226fdb0244aa441e0,Château les Vieux Moulins,France
144,01eda1a4bcc18e710d2d1872b56cb193,Tamburello,Italy
145,01f98e9f84865372e817e4fa3ab55ec9,Château La Rose Saint Germain,France
146,01fb8028da6874c39d003e01517db043,The Seeker,Germany
147,02014ffe673f1d65d0c1781bfa8f9c75,Amor Fati,US
148,0206bea09449467ca71dd9c49972c197,Andean Sky,Argentina
149,020ba6eb16e710b9f3f0e22f9f56c112,Rail2Rail,US
150,020d3afde7ea2258e440e9c24fe8451e,Huber,Austria
151,020e0174733302ae2e88a5360b7c4070,Granate,Spain
152,021480a45067d326294ca789f39d34c2,Huber & Bléger,France
153,02166876c3377c7bb03db8ecc9b92c79,Giavi,Italy
154,021f436c4cf95dfd13e14ea1d51f996d,Antonopoulos,Greece
155,0222843c3dbc036b25a2e4ab3d70d884,Domaine Mabileau-Rezé,France
156,022705ce5fb7dc5b08182a245f59e9d3,Anne Amie,US
157,0227d53937fd4d8ac558dbf6ae770805,Navarro,Spain
158,022f5a2a25133bb2147de276d06c519a,Cascabel,Australia
159,023b5088bc66ec11297e4055a85896b9,Macedon,Macedonia
160,023e2a5de36c8562eafc669038fce60d,Yatir,Israel
161,023f282ac9d8b576b88b2334eb462b2c,Hungry Hawk,US
162,02410108a0ec21d5a842b8ad9e79efe5,Campo Lindo,Spain
163,0242296cebb2c5efbdd8dcd85dd5b83f,Warramate,Australia
164,024a14e6f0f0cc1bf15770fbb444c242,Roland Champion,France
165,025371fa7681ee94065ab4383c5d06c6,Nuiton-Beaunoy,France
166,0257248104d1164bd3247fc17d582f0e,Gradis'ciutta,Italy
167,025fac189fc836d7caf52aa901b5a3ae,Jean-Maurice Raffault,France
168,02603f5c0dd705f969ec3c01de01c3f2,Snowden,US
169,0271ed9e8e62e897d26ff8261f13642f,Maritávora,Portugal
170,0278a9b7ed4174096c5171fdbce4f4f7,Candido,Italy
171,0278b4482efba9f16ee8c3931b6298a4,Le Grix de la Salle,France
172,02823cc1cabc7b3d67fc602de6e8c8f5,Aderezo,Spain
173,0285c5ea036ae0a91b6f5192045c82d1,Roche,US
174,0286ace54d83bd538667af7a7e723d9a,Château Laur,France
175,028a9c56ce38ef3cf0a84b946913d5ca,Gere Attila,Hungary
176,028cf02241e3d0c38d5326858e26d00d,Camossi,Italy
177,028d7dd6aa884aeacb838f8e134f41b0,Château Beynat,France
178,028fba87ada4dd9c80906a9b6f919c1a,21 Grams,US
179,029120c9dc3d87f8dc42420c274b482c,Bissoni,Italy
180,0293aef4da20279fd310608bd0ee1ff9,River Rock,US
181,0296dda9b764507cb924c1299eafb3fe,Chakras,Argentina
182,0299c90a478ba3c18efafdd8a4c1c71a,Pavlou-Kagas,Greece
183,029bb0e6433bea5c1bba84293ffc6007,Landmark,US
184,029e0ad3e8b2a3a3373b9d950c7b3544,Stephen Ross,US
185,02a22e0984ac6e803304c09c95b9b612,Bodega Toneles,Argentina
186,02a5748fd637c043bf39fb8dbf2a3fa5,Windsor,US
187,02add1347a69bbeab6fdd8dfbf4082fe,Tenuta Vitalonga,Italy
188,02b40f47d639b2e0cc4a69595ae385b4,Mellisoni,US
189,02b86f312887c18dacb632ae9121659b,Mackinaw Trail,US
190,02b8fb3efe0ac566d6e0eb2c9090749e,Quinta de Sant'Ana,Portugal
191,02b91ead2ff9bd7b4fbcd611d18a42b9,Alterra,US
192,02c4413a24aa56b8b8a4c29ec4c2a857,Château de la Chaize,France
193,02cc4a64e7a75d5e8473d7d6c0717295,Maysie Cellars,US
194,02cf161d7bfe1a302b640e046e606913,Upland Estates,US
195,02d03c12df0ef3625a7d165e2e01d09d,Domaine Rieflé,France
196,02d243414e1cdbad13c6a9f5fec132bf,Capezzana,Italy
197,02d52b0fc4fd816eec80c0c4483e9ea6,Baracchi,Italy
198,02d8d126dfd5bb0bb5fa650c3037bc5d,Château Corbin Michotte,France
199,02da9d6b80872c8c50d769fc2a3dc2d4,Poll-Fabaire,Luxembourg
200,02dbe28c0f93625e253ef214b7712e4a,Stefano Ferrucci,Italy
201,02e128e4c63d0f1800153d44ae760404,Puramun,Argentina
202,02e981a50b2da75fd6d164dc83518317,Muzic,Italy
203,02ea15eeff95f956e5f4f8c2fe2e74de,Château de Bellevue,France
204,02efb686db0bdff2c8386796770c08e1,Sleeping Giant,US
205,02f58128d021917bb863fcc8549e8326,Tapestry,Australia
206,02fb365c4e4c888eabcd602a22a667c1,Tora Bay,New Zealand
207,0302e58746b7bb85b7a662145af35fd6,Cellers Sant Rafel,Spain
208,0305d42713b3a14bad74aa44d766f33f,Rocche Costamagna,Italy
209,0307347be049add5547da1c69ae645b6,Conti Leopardi di San Leopardo,Italy
210,03084e89a62e4c91788aebe99a33e41c,O'Connor,US
211,030a45651ca41944b027766adf7e2d4d,Silver Stag,US
212,0315b4603151b89dfccc61587a4231e4,Mas de Pampelonne,France
213,0316e96fe69f948cb5ae64970a62c940,Producta Vignobles,France
214,031ad4e0f1a9c43ccf30afa22587ff0d,Château Coussieu-Coutelin,France
215,031e39fe50db4867cda60e72e3cc951d,Franz Haas,Italy
216,031e509b56746639a4b74b287791dabe,François Buffet,France
217,031e696d4846b171a8409d0e09ab2e3e,Domaine Daniel Dugois,France
218,0325f76b549bd2c1e00e42e3d70f55dc,Tuck Beckstoffer,US
219,032a39c2ab187dce33b619ecb453454c,Forgeron,US
220,032a43281b6c736b405aafd3c711a6a8,Fattoria La Lecciaia,Italy
221,0331f0a7d176a5892b5618ff2ad49ef5,Domaine Coustarret,France
222,0334b66d69e6545092cb31eccf60652d,Clos du Clocher,France
223,033d31490515b6b9d0f58eb8e842506c,Ghostrunner,US
224,033d44d07315ff1b7aba4861874e0f51,Humanao,Argentina
225,033d8980384189b3dc48572fc1175f82,Kees Kieren,Germany
226,033e4c5b440fe726f7bee314db3d8f7d,Garnacha de Fuego,Spain
227,033e50fc34ed8e7b52dc2fb9fe712095,El Roy,US
228,03413cebfed9f30a338e6b23ba1a5e16,Poggiotondo,Italy
229,034c4cafbcf516989f2ff9923a87861b,La Francesca,Italy
230,034f1807cf4f665c8e1dc8036c4c416d,Antigua Bodega,Argentina
231,0354365a61fe0e1288e4f75c0f58dfa4,Rocca del Dragone,Italy
232,035446625c0cbb31b0d766f1f40dd324,Eleven Eleven,US
233,035e6d74f66cc8a331983575be022dc7,Quattroventi,Italy
234,0364131561207622b9e683f4dcf5d5f1,Lannac Saint-Jean,France
235,036647a792d22a3ca4bf4aec7da237ad,6 North,US
236,036e22789199605467b1df0a48940a23,Corte Aleardi,Italy
237,036e8b4dc5df8cb789d9b344c38e7f72,Donna Olimpia 1898,Italy
238,03772af911b58306c093a90714a10a46,Van Westen,Canada
239,03825fb582287996abfc8b7392fdbdd5,Cefalu',US
240,0383b576dce63e1c4a0d36bb051dd328,Stanburn,US
241,0385215eb35b24bd051815a9ed81583c,Lo Sparviere,Italy
242,0389d51f02aa90e02aa6e5f98d63cb7d,Carod Freres,France
243,039e8448b9a4f5ffc488d6904a8133a2,Bartalotti,US
244,039f5a496e0fc3a9cabeded174053e57,Golden Ridge,US
245,039f935ce97ccfd1c39f1367f880ee5b,La Bollina,Italy
246,03a4cdd372447726a61db259a66dd1dd,Y Rousseau,US
247,03a4f00238df158369030545de525a0c,Jean-Claude du Roure,France
248,03a5cadf98c11dc047de816fad165231,Szoke Matyás,Hungary
249,03a833c921f6bdf0bf191d378d5355b4,Poderi Foglia,Italy
250,03a9c53e6fa3b730e533e7a5c307e578,Buehler,US
251,03aa6f75beb79d3ea2989a0b75adbeb7,Vin Perdu,US
252,03aeabf8a6c79e6846564b89719dd1b5,Bodega Poesia,Argentina
253,03b2169dc0f0e2e78edfbf601f97a7df,Loredan Gasparini,Italy
254,03b379e7736f309ae4d82d1585ee7bc6,Château les Berthets,France
255,03b7e77fee205713db2530acba9bf496,Valdesil,Spain
256,03b9f126a2ec55f502f42049b3a89b3a,Val di Botte,Italy
257,03bd841ea20b921b57de13da4ca1f33d,Tercic,Italy
258,03c58917c6a444c3d5b6fe89af0d2e83,Müller-Grossmann,Austria
259,03c8fb506c10899a1a15297180e26a1b,Voila!,US
260,03cb2575c44bb0b7c66f1fa869f67f50,Château Beyzac,France
261,03cd2ee05722b2d0780c96ac648ab62c,Chateau de Manissy,France
262,03ce27c46aeabb7a1bc4307514aea3cb,Contini,Italy
263,03dae5ac9495b4c220521de12990cb15,Château Mazeyres,France
264,03e24cc9d14b793e83ca0dcfd544d051,Viñedos de Paganos,Spain
265,03e3808bc3466b2c14037997c5b59a24,Iranzo Fields,Spain
266,03e6d34cc9b1b9ce9a3766bd072a6432,Château Fontis,France
267,03e9db10309942cf1ae5ce61c2a5d9a7,Château la Valière,France
268,03ede99e6a2dc536515ab9a9931ea363,Gallo Signature Series,US
269,03f34df0fff70965d536f6b1f625523e,Château Tournefeuille,France
270,03f49310c0d22bf0a2a1c2263ff4a2d6,Trinity Vineyards,US
271,03f6316d9ec1162aa8a0cb1d22976f46,Cava d'Onice,Italy
272,03f6c5e28674ad7819e4b5a63747a3e1,Casato1,Italy
273,03f943e0581a3a3af8122b94f0b5cedf,Prejean,US
274,04011d36b1eb772bf7d16ec950c43c66,Indian Valley,US
275,040317b501decc661a8e1ceb1634b7e6,Klinker Brick,US
276,04074880f563200eb6d6245e278c53ae,Vignobles Laplace,France
277,040f468eb161fa1c46f1cae035c9cd1f,Domaine Thierry Drouin,France
278,041012d8e5fe5fc1e1496d5be3ef6100,Heinz Eifel,Germany
279,0414a48b76ecdbaa07b026e8e4fe46bd,L'Enclos des Braves,France
280,0417ee823c49202125f57f17f4e127af,Tierra Roja,US
281,041c998d4b385f6de16db608430c59c8,Château du Carrubier,France
282,0423552b10670f1d929a3cf12600d500,Orgo,Georgia
283,042367d09f2991cd6e482fff30c52650,Sícoris,Spain
284,0424b88345c8d496577b8b5e1bc731ca,Sofia,US
285,042c7bd065e2c01f4810a4ddbe4de9a2,Wine for Food,Italy
286,0431a2ba03e18c368c534c4b99968e31,Domaine Belland,France
287,04348d9b80d99a2996e4e242df574f83,Kumbaya,US
288,0437528e4f2e5f104ad850e5f3c14e50,Lar de Sotomayor,Spain
289,043eb9f766e92a3e8c3eadc3515e88a9,Domaine Damiens,France
290,0440411f14fdc18d6c302b74d8fea3e4,Mathilde Chapoutier Sélection,France
291,04438845767c5c8e05adf655e1b0d295,Château Noblet,France
292,0449919e5e2a85177c025bd5a7e5c4b1,Tenuta San Jacopo,Italy
293,045368777fa165f3a76c04b125693d33,Cottonwood Canyon,US
294,045affa35f4b2614a0229af407c01775,Domaine du Deffends,France
295,045eecd59bfef09d4e2e301f6e8135c0,Spell,US
296,04626419bcdd4dcbccb59d9f5462f984,Domaine Marengo,France
297,0463d6653cdffc33ba625adaff936eaa,Mas du Fadan,France
298,04646479760618d7c205a0e84580595d,Roccolo del Lago,Italy
299,0465c5c966a9794e8c45e08243d87373,Cims de Porrera,Spain
300,046eb00dccf86890442e8d80f9784e71,Amisfield,New Zealand
301,0472f8dff98ab38de6eea6864e2cdf70,Château la Rose Belair,France
302,04730989401061db405d634ee1d40f29,PoderNuovo a Palazzone,Italy
303,047d9f727f6f5ee085b06ad024364350,Ca' Marcanda,Italy
304,048b7f447ffbae30853a658845836777,Tenuta i Saltari,Italy
305,0495ef281ae94ba3dd9ad438073a42d7,Sebastiani,US
306,04986d3406404c024112920c4a443305,Vino V,US
307,04a1e877c9567198c9e7aad4a74750f2,Segue,US
308,04a30fe30adfca6eb569c125e680366b,Buffalo Grove,US
309,04a6c5888c638fa5bf39aa616fdc455e,Château de Rouquette,France
310,04ae8f8dca5ba8345f6bf6e2c574c13f,Château du Juge,France
311,04b2c3465c2d8a984956cc2e491f95bb,Château du Roc,France
312,04b99c178d5ca0ca6b38792075e9bf86,Windward Vineyard,US
313,04bbf73acba630b2ba328a0e66c25fa7,Robert Goyette,US
314,04bf50e75b4d7b9d0e373dbaf0f4f882,Garfield Estates,US
315,04c0604f8baab293e288c6dc442f7b51,Glen Manor,US
316,04c714734dc4aa71364decc17c54a379,Tenuta di Serramarrocco,Italy
317,04c87427a985f95a2057a8816009f48f,Loring Wine Company,US
318,04cc7908ffd0a4c778a1470d7ca7c75d,Viu Manent,Chile
319,04cc82871c46aacd1bb298f16ec497cc,Dante,US
320,04d736154a359ec80a161e9ee430e0b7,Quinta de Baixo,Portugal
321,04d7fa0bd70f76617b0480700808c77b,Camlow,US
322,04da543c3db03ab90b73b2d713e5bcf1,Dobbes Family Estate,US
323,04dc6ada16c1cea5d9486f969ac28a54,Château La Serre,France
324,04e7084bce5513656f57ebeba4ffcf3f,Tendil & Lombardi,France
325,04e9da9c9d3e3640a53310411f0a738b,Duck Pond,US
326,04ed452668ae131b2705b3c5c1cf0cd9,Fetish,Australia
327,04ee40d9b7e4ac9398611dbc7cc1822e,Michel Picard,France
328,04f9b137feb59374df6354bb03a8fe32,Mount Nelson,New Zealand
329,050746a8b291ed20297cf9d5b09626e4,Jekel,US
330,0507f83ff3a5f944c9b1a751cb90b9d6,Château Haut Peyrefaure,France
331,05095c87c67564008150a9fa335d988b,Starling Castle,Germany
332,050a7e8632799ac88d158319c94d83f3,Vidal-Fleury,France
333,050e9a71674c443d4435198f53d6973e,Marqués de Reala,Spain
334,05118eda825a99c954f6bea63fd5a225,Château Pins des Dunes,France
335,05121d8fbcdb1fe41acc2add025363da,WindRacer,US
336,05123ed43a3619a1502dcb4f99f5507a,Bodegas Ugalde,Spain
337,05160483dc6f67468d3bad5a611becea,Somlói Vándor,
338,051c7d6bc0cc55c5bbc42bb990398f77,Locatelli,US
339,051cdc9dbbcdfc62c5a6cabcd7c8b533,Cordella,Italy
340,051d30334675bc97b3c1502a3c5bb654,Hansen/Grunner,US
341,05209b03a824319901097c82a2b0655f,Palladino,Italy
342,052192ce7abf07659afbfb66172c0a84,Lone Madrone,US
343,052701798d7697973c80534084bc0c9c,Don Cristobal 1492,Argentina
344,0527e9c466054605412fd79718fdb879,Guanaco,Argentina
345,052a3ee86ac16177318bda1df32edd5f,Château Lacave,Brazil
346,052edc4a86fb84e252d536fee916d5ab,Les Quatre Tours,France
347,052eeb52f0e44f6b20fac8c9d7d26ef3,Marcel Hugg,France
348,0533be49a78d0fe5b88c4ccdea5a635b,Davino,Romania
349,0535126af3d2ee20109ee915b68488ca,Charles Orban,France
350,053ae90461d65789c203d4bf723cbd0c,Patianna,US
351,053cf4bda2cb8af3ecf78923051622ca,Château des Mille Anges,France
352,05410022306d198e363ee45bb967e0ce,Cenay,US
353,0544b3222d2b49f0cd5cf0a5afa0e9cc,Goat Bubbles,US
354,0545b246dee3950f8f2625b275debefb,I Sodi,Italy
355,05463318355fe9cd263ff8b09481c7c7,Quevedo,Portugal
356,0549e56e78987e889d3f1c36dbf81a29,Tenute dei Vallarino,Italy
357,054b6c38068d4cd0ff45055c23ed98a2,Bota Box,Argentina
358,05521da20fd3cb16232dd29f5a0d1975,Würtz,Germany
359,0553d2449830ccd245637dce6244b3a5,Gloria Ferrer,US
360,055904f2d50e5b34cf42a5ea2238be83,S. Delafont,France
361,0565c5f7068252111fb35ddd5084771b,Ernst Gouws & Co.,South Africa
362,056ba71290fa6ecf2a3d6f6a2eb49a8d,La Rata,US
363,056fdb4a0f9c9ead881c82ff16eb05f2,La Mano,Spain
364,05798ca3999e4447f5587c729947247d,Barberani,Italy
365,057a75dac6a47875d6d6cd82bb8ac44c,Belasco de Baquedano,Argentina
366,057b237a1dbfa1fd9ddb4e9f54fee1c5,Château de Malle,France
367,057fedf6e071b67d418c3c64c601d19b,Les Belles Collines,US
368,0581de57f4433f070b711d212e5f4f37,Poggio di Sotto,Italy
369,05820584ec1e9f336ab8bfa6800b76dc,Domaine le Roc,France
370,05851679525a3359f0ce571420fd0c62,Château de Carolle,France
371,0585d71aabfb40cf543c1fd58d51c8e3,Domäne Wachau,Austria
372,05876604fd788e4f3bcd9717600a8f32,Château Bellevue Favereau,France
373,058ca9cfa59abe0c6724923f311f6068,Yellow Tail,Australia
374,0592c5cfed1cf3fdfecfeefea6dec6c4,Fietri,Italy
375,059303c7a184c0535801f24e1b7c072d,Domdechant Werner,Germany
376,059bdaecd79423667edf83af28b813b1,Pegasus Bay,New Zealand
377,059e897c28c4a69bd5014d9636b6b4f1,Château Haut Bellevue,France
378,05a33511fcb7165f7c61ec5287d99152,Dutton Estate,US
379,05ab7ea50872468f8c85d19ab2f191bc,Cave B,US
380,05aba4dc00c0e34bdb02b0832abccebd,Contucci,Italy
381,05b18a59b5461afc73d4d11162a6853a,Dawn's Dream,US
382,05b3ab1f4589e8dab4929e5d9514ace0,Blue Fish,Germany
383,05be374e60e2f6d4464c4291348f14f3,Les Hauts de Tousquiron,France
384,05c5f061898d6f00db5d187d2e74e22e,Hughes Wellman,US
385,05c6494b1e3d6d7bca5052813001efb4,Castello Tricerchi,Italy
386,05cc9db93b5358b7c91fc18799dd7676,Hawthorne Ridge,Spain
387,05d21420ea35c925bc73f218cc102b01,Mountain View,US
388,05d5adb5ddb30ca95c733a78dc62761b,Snake River,US
389,05e0fa6da307e6e9ddb57d1746e4ebb2,Timothy Malone,US
390,05e26b63029d1d160a0254ad9160b21e,Piocho,US
391,05e2980cbb3dc99c45661f6e2f1adb64,Girolamo Russo,Italy
392,05e9a9a27ea19bda2ab7a3171fba034e,Château Bel Orme Martial,France
393,05e9cfa0851124626dededddc0f80fc4,Monte Negro,Spain
394,05ea8f92bbd55a6659f44b930900c18d,Valle Perdido,Argentina
395,05f0cfc0dc8f7486cd3f0387de50f65d,Auguste Bonhomme,France
396,05f1e9f613ab1c250fc2e62035219703,Yllera,Spain
397,05f4e76211743b63417bc7d148eb136e,Baldacci,US
398,05f5046e5770f08bb2d31278702e8013,Hansen Cellars,US
399,0602bb58ae8924eac9e886d78b533c80,Tenuta del Nanfro,Italy
400,0607c55b193f88ef5da601f569f352dd,Canneto,Italy
