#,region_id,province,region_1,region_2
152,1b07aa5f95cf26a3b5e259d45e2a5b3f,California,San Antonio Valley,Central Coast
153,1b428f6f9b430e1b699ca093e60671ef,Northwestern Italy,Valle d'Aosta,
154,1b5b8d8b0cd091fb13489e6d46ca7a46,Cauquenes Valley,,
155,1b5fddebda38cd27e6d57e4327e83f88,Tuscany,Maremma Toscana,
156,1b66dca8641bf907e678c90989c14d0d,Central Spain,Ribera del Júcar,
157,1b72dbd1df15bad094f9d32fbe0f328d,Bordeaux,Listrac-Médoc,
158,1b798b49bb7d33ab0b02ede8c308a33a,California,Lake County-Sonoma County,North Coast
159,1baef54c1ec886e851a9f64633868cc7,Bordeaux,Bordeaux Rosé,
160,1bd813ba3e22e1a7ae0da0c033b8b497,Alsace,Crémant d'Alsace,
161,1bfbd7d90b20e91b6506cf5ecb1cf7fd,Central Italy,Lambrusco dell'Emilia,
162,1c04c564f536a06b645b3e5453831192,Sicily & Sardinia,Vittoria,
163,1c140d1e62c08f00ac154fe699b5084e,California,Alta Mesa,Central Valley
164,1c15bb872251ad208267d8ee507d76b2,Languedoc-Roussillon,Corbières,
165,1c2e3d56d402926d4e89b9f1676d22c1,Loire Valley,Bourgueil,
166,1c472ce9218a67e869e905f24dfb7f44,Sicily & Sardinia,Cannonau di Sardegna,
167,1c669577dd69302f4df5a9d6838bb605,Victoria,Yarra Valley,
168,1cb6387b53a39812de11ca8515548caf,Itata Valley,,
169,1cc58fcfa0f29ad36ecd45ab899e52b0,Southern Italy,Fiano di Avellino,
170,1cd3ff1c6cd44408624b3de380e8644c,Northern Spain,Cariñena,
171,1cdd1a0b864d6afbfdeb2011b3273abb,Tuscany,Tuscany,
172,1cf31eb65b4ea4bd912e9baae53d36cd,California,Clements Hills,Central Valley
173,1d1e2ebb1fe4868abf6edb7cba822f5d,Central Italy,Trebbiano d'Abruzzo,
174,1d3019c8fa4d2d20d2f7752d4d174b75,Hemel en Aarde,,
175,1d5d9b1ee00d900208e91f49ab326fa3,Vinho Espumante de Qualidade,,
176,1d6675963105c2b93e6b1145a068551a,Northern Cape,,
177,1d864be639a2641279e8f5c8135fd239,Central Spain,Dominio de Valdepusa,
178,1d9b9c662f354d8e55352d15cd59c67d,Central Italy,Colli di Faenza,
179,1db3a33deecf7f7b350cf3925ee1d766,Burgundy,Aloxe-Corton,
180,1e4f1987fb812665d8790ccbd8369a2b,Oregon,Elkton Oregon,Southern Oregon
181,1e9ef3c355d19d525a82be7cf5080913,New York,Cayuga Lake,Finger Lakes
182,1ea4ab5fcad08332a76d625d16a340ff,Haut-Judeé,,
183,1f1531c21075b5569260def58a9f16e1,Sicily & Sardinia,Monica di Sardegna,
184,1f23413bf4e124e3dbb9e86e02875862,Mendoza Province,,
185,1f59f579f38d145ec580f08413b0de2b,Bordeaux,Bordeaux Clairet,
186,1fd325548902c6c48c2efe82eaa24ea7,Southern Italy,Nardò,
187,200ae828afc2961f5a8b92abee21d939,California,Mendocino Ridge,
188,203848b5b1dc7fdd95d0a8a3e0c46fff,Piedmont,Carema,
189,204819ae2ba1116f88baccd82f3a5d66,Victoria,Victoria,
190,205b8c9a6b18d476abc94908e0280ea5,Drama,,
191,20bf53ee3d50f41763dc97dd6e0cff54,Central Italy,Todi,
192,210131168207c697fbfd3e8aa14a7f05,Veneto,Monti Lessini,
193,2107d8024b773d5b4c18d616cbf22f99,Washington,Lake Chelan,Columbia Valley
194,21344f4fa74afdef5a5edd3bbd99f7f6,Northern Spain,Arribes del Duero,
195,216646b636cf052da910aef9d2596650,Moscatel de Setúbal,,
196,217ff48afb6f44d476ade3cd3b45fdca,Danube River Plains,,
197,2194093eb96a286633210fae815c8f6d,California,Santa Barbara-Monterey,North Coast
198,21c5ca6bf1a893880bc1265f4691ae3f,Sicily & Sardinia,Erice,
199,21cfe34f37fd3b8f7230b0ecef8ed564,Languedoc-Roussillon,Vin de Pays de L'Herault,
200,21de1be8ce90ff14327215b94f038be4,Burgundy,Mercurey,
201,221cdfb73049678e244380b45872cbb2,Turkey,,
202,2257a99056e650a65fc20e6fb8f9c15e,North Carolina,Yadkin Valley,
203,226aba4b27c1e2b353b7a78ef8713706,Thrace,,
204,2276f93451219f3afa1b76a5b4762c45,Southern Italy,Sant' Agata dei Goti,
205,22abfe2921920f39621e52d4fda2baae,Virginia,Virginia,
206,22de29c447a2789b070a47d795648442,Oregon,Ribbon Ridge,Willamette Valley
207,22e0d1de4229567a1da9e24a61503ea4,Loire Valley,Cheverny,
208,22f0db465c21e09b43ecf846faa097f1,Jerusalem Hills,,
209,2350abaf28a6731f313bde8d4c6eb7f0,Northern Spain,Vino de la Tierra del Bajo Aragón,
210,2353f6924f30142330ee6e123080362c,Recas,,
211,236bec8684069958c017f6c70f4ff0d4,Central Italy,Est! Est!! Est!!! di Montefiascone,
212,23a479dc16daf1db02211428eb8a52b1,Burgundy,Mâcon-Fuissé,
213,23de7abba425fe5c05037fe2abd4f2f2,Northeastern Italy,Ramandolo,
214,240ab82b01ccfb87c039fc601c9d362e,Mendoza Province,Tupungato,
215,24257d8746d9320770a71c15e881d771,Washington,Snipes Mountain,Columbia Valley
216,2425b5cf26ed944dcbcda50775279e9d,California,Lodi,Central Valley
217,244f422997653990af08d61bcd1461e0,South Australia,Langhorne Creek,
218,2465ac29679855a7fbf1905bdb0f4f2f,Burgundy,Saint-Véran,
219,248c117cd51694ae73c31a0729bcfecd,Ontario,Niagara Peninsula,
220,24c87409776f0c35cc5176266b753b28,Eger,,
221,24eab223132bcac4dbd9bab77f092486,Dealurile Hușilor,,
222,254c0650e3128d1abb37a4d44f38007d,Australia Other,Australia-New Zealand,
223,25520a0116887ff40964af91397e9863,Pangeon,,
224,25537c4b309c2927ad915732bcbeef39,Southern Italy,Primitivo del Tarantino,
225,2575977f881434ca69eaeee9a544c2a8,Victoria,Rutherglen,
226,257f4a9499a6d6b4cdfab15246912895,Loire Valley,Coteaux du Vendômois,
227,25b9465299019e35ae55f26e6c5b596a,California,Ballard Canyon,Central Coast
228,263474dbc3b56f428d12ecdfb115fd15,British Columbia,Okanagan Valley,
229,26420fed09035afb9a6902fdc76cea3a,Languedoc-Roussillon,Côtes du Roussillon Villages Tautavel,
230,266ace6286d77ecdfb54e35703e1a199,California,Napa-Mendocino-Sonoma,North Coast
231,2691a603414e6428b743efcac14e8cdd,California,Napa County-Sonoma County-San Joaquin County,California Other
232,26c889a3712e84f6a3ce1bf5e47b51d3,California,Oak Knoll District,Napa
233,26df74029f6ba0b2253aa9369655f651,Corinthia,,
234,2730eddb2158c067c30cbc10696ca746,Lombardy,Lugana Superiore,
235,274f686dc55d0d8306006106f00bb98a,Walker Bay,,
236,277a4725858f04dd29cba432e7f82257,Michigan,Lake Michigan Shore,
237,2783f48bec4e0f9276e27097cf83c9d9,Tuscany,Colline Lucchesi,
238,27b212c6fdd080634507c62bee2a8ff1,Central Italy,Colli Aprutini,
239,27c519d713e692946dd2ead73f33e7bc,Beaujolais,Fleurie,
240,27cf7596014da0d671771dee4e73842a,Languedoc-Roussillon,Vallée du Paradis,
241,27e71d864ed6f603ed4dceb64d875076,Tuscany,Chianti Classico,
242,280f097adc524076909f3008e814ac60,Veneto,Valdobbiadene Superiore di Cartizze,
243,28f44a9041eecfda06cdb249106d5913,Lombardy,Oltrepò Pavese,
244,299733705b6c2e2f14bde60c38fc35ee,Languedoc-Roussillon,Maury Sec,
245,2a4bb9701f633e1f1384737d1b937c0f,Burgundy,Marsannay,
246,2a58965ba91c80615e242197b9c8f875,Loire Valley,Saint-Nicolas-de-Bourgueil,
247,2a6d82358796265bf0727407cd0d6aaa,Ontario,Prince Edward County,
248,2a9cd2febadff0ca6a797c77619027ff,Elazığ-Diyarbakir,,
249,2aa04de8a767af4f700f36014b1c772e,Burgundy,Côte de Nuits-Villages,
250,2aa73dd72d7a8ca90f25a514e7c332b1,Northeastern Italy,Friuli Venezia Giulia,
251,2adde72578718f117a3f3a045f2b27d3,France Other,Côtes du Jura,
252,2b01c921f446f63a8d7a31331991b403,California,Fiddletown,Sierra Foothills
253,2b8f78637db3c787182088134fe1b22f,Burgundy,Pouilly-Vinzelles,
254,2bf2fa412d9cdc82aed8299f9d088b4b,Northeastern Italy,Trentino Superiore,
255,2c5e7f2678a7bd3e10e0317eb3552b03,Southern Italy,Falanghina del Sannio,
256,2ca0bb8901df5bd3fe41f154e762bceb,Veneto,Valdadige,
257,2cf6b33461893ad44b3437bddc256780,California,Monterey-Santa Barbara,Central Coast
258,2d210b40f1bad680c2429718f25d642f,Southwest France,Saussignac,
259,2dabe2049c7eb0839b1d5dc75cf0db92,Veneto,Valpolicella Superiore Ripasso,
260,2dd402e7d3cd7f609a0c982dec8cc5b8,South Australia,Coonawarra,
261,2dfcbc4b1c395c273767f3203617beb2,France Other,Vin de Pays de la Méditerranée,
262,2e116990d3c8d8884cd072845b1bbb08,Bordeaux,Saint-Émilion,
263,2e2167688a1471ab50c769182ead3632,Piedmont,Piemonte,
264,2e3289226068fd68d0c9b8c07e045bc6,California,El Pomar District,Central Coast
265,2e363f3b1113c02392a760223fd4c401,Central Italy,Colline Pescaresi,
266,2e6507f70a9cc26fb50f5fd82a83c7ef,Chile,,
267,2efa88174ef716bfdce0d751b3a0dfb9,Mendoza Province,San Rafael,
268,2f1d8c9d293833976a16fcbfd0b7a109,France Other,Corse,
269,2f2734a76589c9f690f2c65266966eb4,Victoria,Grampians,
270,2f35f54eff0092a82a391525b16599a4,Upper Galilee,,
271,2f540db7d751b4d35b3b15741d2c7a4f,Piedmont,Dolcetto d'Asti,
272,2f5be042516452b2d58c64aa81ed272f,Victoria,Mornington Peninsula,
273,2fa6dfaf023c3e99a5011a18fbbf151b,Central Italy,Montepulciano d'Abruzzo Cerasuolo,
274,2fd1fc7462f4c5f217d09cd75224f9f3,Veneto,Valpolicella Superiore,
275,2fd3b0d4dc798428ac52dd513ce57eb0,Rhône Valley,Costières de Nîmes,
276,30144dc067c39d66b4d6399311724e40,California,River Junction,Central Valley
277,301ce5b825485dfcf28c8d0871cea915,Maule Valley,,
278,3064b320cef260c8f077f7c12a080f33,Philadelphia,,
279,306923dfbe2e44bb1fa38d08ae7c2a82,California,Mount Harlan,Central Coast
280,307923a554268cc44291bb0cbda40d94,California,Happy Canyon of Santa Barbara,Central Coast
281,30c090a91cbb97c6461bcaa3336c6d71,Leithaberg,,
282,30e0085c0c9fe34bf5fa0247d5d38aed,Oregon,Columbia Gorge (OR),Oregon Other
283,30fb56b82dc0c478e8e984d84cc39ce5,Südoststeiermark,,
284,3118f22af9e527e86c6ef7eb60b66bd6,Beotia,,
285,31361bace7d1a4215b095b5b12272a6a,Italy Other,,
286,314859a1f4351b7396c365e9b69b4836,Southern Italy,Primitivo di Manduria,
287,31d03b732352c2eda08be59b30446254,Southern Italy,Falanghina del Molise,
288,3274d7755b682fd6ef0fe5eeadb62e51,New Jersey,Outer Coastal Plain,
289,32ab1581812dbafbb9b51bb13bf2459e,Other,Alto Valle del Río Negro,
290,32c76be9a9848fc30843631d7fefff54,Curicó Valley,,
291,32c81d7a339554c2ed9f5eb634e79372,Piedmont,Dolcetto di Monferrato,
292,32df179ae2e029b32780f6f2b9cb3133,California,Alexander Valley,Sonoma
293,332071cb0bf25dd37716903c32a4cc98,Catalonia,Catalunya,
294,3379195a17469cda492fe26177a4557a,France Other,,
295,3386e438b0479364f7cc654ae2ab0379,South Australia,Padthaway,
296,338faa31f2d8cb115e32666b94bc61a2,Languedoc-Roussillon,Aude Hauterive,
297,33900168b004a6cb180d867ae09f0977,Kremstal,,
298,33a821a380ce7c02e5291e016bab6ee7,Languedoc-Roussillon,Vin de Pays des Côtes Catalanes,
299,33c3ab3e7874ad5fca52ce02762dec6f,Victoria,Strathbogie Ranges,
300,33e496f95d468a004511a5eea2d4c5d1,Burgundy,Montagny,
301,33f900b100d00ff244361d06063c1343,Languedoc-Roussillon,Fitou,
302,340f2546b006317473918f406d92bde3,California,Monterey-San Luis Obispo-Santa Barbara,Central Coast
303,343b8fff03db61798426ec7c6f518c02,Other,San Juan,
304,3441d02c82ca309573de402c4910fde1,Campanha,,
305,3443383b3d91c53951489b2d8870583b,Central Italy,Offida Rosso,
306,34a30c596e72c807acee16a1fadaff61,Piedmont,Colline Novaresi,
307,34a39f1ebcc317924b5ca5dff943081d,Southern Italy,Falanghina del Beneventano,
308,34af78a4bcc400e328516dcaaca6d80b,Rhône Valley,Vin Doux Naturel Rasteau,
309,34e057c8fc3612a0955dc13efa5828ab,Veneto,Amarone della Valpolicella Valpantena,
310,34f145bc6d84bc1fc0ab9bcb39bcc244,Sicily & Sardinia,Monreale,
311,3561aed4395823507906308c67aeba1c,Australia Other,South Eastern Australia,
312,35647293603c1638cc71dc256e7399df,Podunavlje,,
313,356779a9a1696714480f57fa3fb66d4c,California,,
314,3569247ebbef7b9d655792bdd55dc744,South Australia,Lenswood,
315,356e9f4c5ae24a1b0d32428c8a42aa48,Galilee,,
316,359b6e928d456f68469b60e9be947e4b,California,Livermore Valley,Central Coast
317,359cffa6aa3750b438fed90c33753586,Burgundy,Mâcon-Chardonnay,
318,35a1eab1bb35ae67b5bfd1085b398fd3,California,Yolo County,Central Valley
319,35ae65c71fd547c300d60325ed92aee7,Piedmont,Barbera del Monferrato Superiore,
320,36076969c4e00dce30a70610231948c8,Mendoza Province,Vista Flores,
321,36123ae53e768740dd4e2b9fbabe043c,Codru Region,,
322,361ea9cf74112ec6ecada957ade4774f,Galil,,
323,3652f011da65fdca04621206c028cc23,California,Arroyo Grande Valley,Central Coast
324,368ba127551225d540a70657e5dba0d3,Samos,,
325,36e6e9ef53a3c7fcb7652d1eeb90317a,Central Italy,Montepulciano d'Abruzzo,
326,370f304f363d201b290e04b496eb6236,California,Paso Robles Willow Creek District,Central Coast
327,37156ff135c26f1c4fd1732866703892,Southern Italy,Aglianico d'Irpinia,
328,37181f445895f473d599f5880fe9a488,Burgundy,Clos Saint-Denis,
329,371934be988b5f354755f3cee54eedf5,Central Italy,Lambrusco di Sorbara,
330,373922a916ac752606a8d94fafca27f8,Loire Valley,Touraine Amboise,
331,375961e4bdc74256dd5e3577409bf4f2,Piedmont,Moscato d'Asti,
332,375d5170a85dd80cceb4ae13109f3012,Veneto,Valdobbiadene Prosecco Superiore,
333,3792c59ea15584240bc106491202e668,Burgundy,Givry,
334,3798fffac2feb19a9aa24a03be0a97a3,Piedmont,Gavi di Gavi,
335,37a2367f631024ee1255f6e8fbd7247d,Oregon,McMinnville,Willamette Valley
336,37cb53fe1403d3df23817975f626e056,California,Rutherford,Napa
337,37cb5c4e72c7900d9e9c3eacf1c02a4d,South Australia,Clare Valley,
338,38325ad55b4885477661d40ae65ef7c8,Mendoza Province,Maipú,
339,3833ba9cbccc2a5bcede2aced968fd8d,Burgundy,Hautes Côtes de Nuits,
340,388fcbccbfc4f858610c4fb318ecedf6,Idaho,Idaho,
341,38a8f4c99cbc8660f6063da136a3611a,Veneto,Lison-Pramaggiore,
342,38e3d838f4cda8ddc07ca8c4fa49868b,California,Cienega Valley,Central Coast
343,3957fa655898d063cb59933b5cddc3be,Galicia,Ribeiro,
344,39592eac459f12536ab32d61c2eac39c,North Dalmatia,,
345,39e46cefaecde3b85543203f75328d5c,Andalucia,Vino de la Tierra Contraviesa Alpujarra,
346,39f5baae85568cc23a3f00e9708ba85b,Northwestern Italy,Colli di Luni,
347,39f6bf423a65afdc2d55732f35749496,California,South Coast,South Coast
348,3a07b2e16889a09303c2de067fae358c,Northern Spain,,
349,3a09bb0dfc5212fc4ab56cb7c0a62178,California,Napa County,Napa
350,3ad08396dc5afa78f34f548eea3c1d64,Switzerland,,
351,3af5614369bd27ea6c384ef6035d004e,Northeastern Italy,Vigneti delle Dolomiti,
352,3b7f7d8412692e0bc7f51389208d8da6,Veneto,Veronese,
353,3b8c7c084d06e6505745f417b6902a3b,Mendoza Province,Mendoza,
354,3c05a39efe56a56568d4182cd9b1282b,Loire Valley,Reuilly,
355,3c18b2a497a84985eafc204d4e9c3d77,Northern Spain,Tierra de León,
